PLD (Å),LCD (Å),Sacc (m2/gr),Porosity,Density (gr/cm3),NH2 - 10 bar (mol/kg)
6.07156,6.83856,4517.38,0.70392,0.568544156,0.3280127236
7.86403,10.05156,3877.26,0.700671,0.569287007,0.3324566239
8.02569,9.61853,3771.63,0.691957,0.614794079,0.3091151583
14.92106,16.3168,3079.38,0.734047,0.547434421,0.3432542688
9.65411,9.99715,5013.78,0.70416,0.48256775,0.3984955265
8.65182,14.02276,6086.23,0.769222,0.38890877,0.5150975254
15.93932,16.83786,4066.66,0.751322,0.42556569,0.4560598062
4.88003,5.99688,3938.11,0.62531,0.610154648,0.2636028497
6.31816,9.05075,3344.8,0.624314,0.607798308,0.2688596947
9.12715,10.24814,5812.65,0.78624,0.452380712,0.4687696082
6.09232,11.24385,4539.22,0.769219,0.515022279,0.4093571948
6.08544,8.62485,5315.98,0.769336,0.527485387,0.3918625362
6.22863,6.72059,5213.47,0.73994,0.571150101,0.3560608951
8.03731,10.08199,3960.67,0.724933,0.566998478,0.3494774653
8.78133,10.16324,5440.35,0.779515,0.477574534,0.4452727649
7.51685,10.18765,3239.98,0.63259,0.539216658,0.3753629291
5.97748,9.00067,5151.06,0.774091,0.553808715,0.37074993
6.25743,6.73075,4243.97,0.71842,0.598595746,0.3128389881
15.30376,16.77693,4839.98,0.788769,0.429533214,0.475891988
5.78111,10.13689,4027.8,0.721928,0.55414165,0.3513873598
7.3177,9.12726,4789.2,0.766304,0.494036955,0.4237735891
7.79731,11.93822,3118.56,0.662623,0.543625605,0.3519032326
6.28735,6.60324,848.28,0.319073,0.815438408,0.1428256599
11.54243,14.01,4216.9,0.798631,0.448512804,0.465889172
5.6834,8.92965,5265.46,0.779376,0.562940054,0.3598139975
6.01727,6.78729,4246.71,0.721633,0.609430443,0.3041632625
9.12189,9.59273,4205.09,0.744402,0.537775697,0.3811907509
8.55572,14.44685,5264.68,0.791869,0.432722446,0.4852005248
16.14399,17.26641,3415.73,0.729964,0.4710726,0.4220709206
6.3628,9.05686,3722.16,0.709459,0.603368237,0.311044645
10.07035,14.206,3946.98,0.756466,0.493285591,0.3983998686
6.15669,6.73106,4086.55,0.721054,0.620727165,0.300318353
8.1392,9.47686,4026.18,0.791319,0.54562002,0.4003579345
6.47185,9.21844,3027.29,0.666249,0.669321845,0.2633479783
7.81151,9.49002,5497.03,0.743935,0.49050703,0.4114508598
14.24121,16.34425,5067.48,0.787984,0.429065421,0.4658406572
6.71528,10.53531,3754.43,0.700081,0.550396041,0.340841503
10.67062,13.26312,4482.49,0.762192,0.452227227,0.4361921948
5.14874,9.43017,4063.3,0.691941,0.572174887,0.3230728865
6.742,9.65101,3310.66,0.665041,0.613108994,0.2935307597
9.51342,10.34583,4241.46,0.757486,0.526453455,0.3931536399
7.30773,10.45473,2835.23,0.61025,0.589062159,0.3294044022
4.98225,8.8029,4491,0.749695,0.608690923,0.3145055646
7.943,9.78057,5166.23,0.769789,0.526381612,0.4028772668
8.02297,11.27155,2812.97,0.643652,0.592688041,0.3088721253
5.34005,6.0138,649.151,0.267183,0.889032062,0.1077672855
5.70713,9.01083,4204.59,0.74611,0.61348993,0.3214486639
8.26483,9.64666,4267.28,0.792118,0.535942188,0.4054368236
7.37793,9.38177,4904.68,0.722598,0.521363774,0.3803377013
7.93749,11.23123,5599.3,0.786638,0.417653959,0.503342765
14.44657,16.34391,4393.84,0.766127,0.454552688,0.4308715064
6.73343,9.59134,3452.65,0.668328,0.582761803,0.3071707952
10.86754,13.41947,3997.19,0.75137,0.477878685,0.4128113883
8.54442,9.16172,5165.37,0.696036,0.46820372,0.4041827921
8.57934,13.49335,6158.44,0.759067,0.375942254,0.5238743593
16.09674,16.50418,3947.61,0.712513,0.415612335,0.4449007427
12.13579,18.56287,5698.92,0.794245,0.318914574,0.6124165609
5.10882,6.18595,4331.7,0.619921,0.589537725,0.2685197223
6.74088,7.99399,4594.49,0.670631,0.563057159,0.3177736149
7.52367,13.7605,5169.48,0.736942,0.449230035,0.433712653
14.00644,15.65237,4181.55,0.714478,0.493246132,0.3753319462
8.71101,11.56731,3902.33,0.706876,0.51455818,0.3565750439
7.33109,8.82994,3661.8,0.710408,0.570596495,0.3361861407
7.57423,9.88328,4886.36,0.744346,0.523403178,0.3875898731
8.34582,12.50414,5383.95,0.796773,0.420939905,0.502306063
14.27039,16.60802,4452.4,0.782286,0.456532835,0.4383596577
6.9985,9.42265,4112.99,0.745906,0.565482656,0.3554568136
15.42843,16.30459,3276.24,0.742439,0.552678267,0.3480552921
5.85046,8.65191,2283.71,0.520949,0.706601359,0.2386197044
15.93565,16.48948,2653.71,0.626702,0.513993238,0.3258839252
7.31445,9.90678,4426.25,0.701996,0.560891292,0.3387126272
15.48899,16.8928,3449.31,0.733631,0.489046994,0.3876302449
7.79662,9.88684,3545.12,0.645244,0.595766987,0.2871482646
9.28809,13.71052,3237.03,0.691234,0.544527486,0.3333452108
8.93116,14.44859,3251.7,0.688128,0.474677256,0.4127705765
6.07962,8.71741,1862.99,0.45381,0.712015884,0.1989973685
7.11264,8.20879,5290.91,0.779323,0.524408144,0.4039725016
7.20177,10.61797,4443.99,0.770855,0.524831173,0.4052240912
7.80948,12.01954,3270.01,0.646296,0.505116197,0.3608771147
6.50907,6.82292,914.828,0.291341,0.757674296,0.1323808892
8.01167,9.3612,3890.13,0.702094,0.564566406,0.3375061228
9.10754,9.93014,4794.94,0.740296,0.493258377,0.4072148671
15.74461,17.28719,4156.24,0.786021,0.431379859,0.4675385407
6.00685,10.90077,4077.07,0.707657,0.554011069,0.3430232353
10.94058,13.97718,4440.3,0.759813,0.455482835,0.4323065867
5.08814,6.71551,3843.79,0.655454,0.620641651,0.2755395575
14.3066,16.40578,4584.44,0.751583,0.449585606,0.4255310865
7.10435,10.44549,2692.07,0.550176,0.581864956,0.2862607662
5.48521,6.26229,2872.74,0.569454,0.653571355,0.2105736624
14.66447,16.40358,3077.45,0.718512,0.547703701,0.3293669442
9.67156,12.16622,3193.12,0.739966,0.566594843,0.3326153306
5.79685,6.10785,1912.86,0.614267,0.809521505,0.1628419097
11.728,14.27106,4572.49,0.755708,0.388255173,0.4781617911
6.35677,8.63886,2315.16,0.48407,0.656914481,0.2105205838
7.20113,7.41409,1272.57,0.386061,0.792346796,0.1169396892
8.29591,13.87797,3367.62,0.684795,0.474042052,0.4318122894
6.19695,7.5949,1085.35,0.327487,0.711063078,0.1997101434
7.40528,8.14885,5349.98,0.795995,0.51734006,0.4167562661
6.6801,10.63364,4537.08,0.777117,0.527724553,0.3987629328
8.51574,10.11976,5805.41,0.780671,0.449507477,0.4677780785
8.42612,11.9469,3227.58,0.648099,0.504483687,0.3731959304
6.17283,6.5362,903.706,0.298592,0.75672553,0.1537481454
6.01378,9.56624,5247.14,0.749112,0.525420165,0.388900981
6.32453,7.22737,4429.31,0.707806,0.565839395,0.3370455266
7.49244,9.65661,3955.62,0.704109,0.566766106,0.3337872351
8.4826,10.21249,4387,0.736463,0.540171538,0.3735710061
15.08679,16.86199,4163.64,0.782139,0.468844272,0.4233025453
6.64957,8.95566,4335.72,0.770512,0.538509168,0.3903192478
6.77166,7.2164,2740.07,0.637494,0.679147576,0.2354811665
9.68709,10.50622,5484.76,0.785838,0.455163496,0.4666543138
6.4911,9.96802,4298.15,0.759995,0.513248825,0.3999783525
5.92697,9.61864,5281.02,0.774355,0.526914291,0.4048257845
6.48939,7.27139,4537.35,0.724853,0.569938019,0.3448071328
8.59136,10.45975,4442.52,0.721828,0.521168463,0.3777729509
8.14421,11.444,5364.27,0.78816,0.418212699,0.5014598929
12.9043,15.67673,4576.35,0.770626,0.45649104,0.4357741256
5.92451,7.83865,5467.75,0.766254,0.530707387,0.4037925638
8.57297,14.63032,3356.08,0.679052,0.461341396,0.4165594002
6.04274,8.90876,1891.03,0.442428,0.692012094,0.1890726965
7.23178,8.97584,5158.82,0.775681,0.475230702,0.4439770596
6.98332,7.65508,5621.38,0.757953,0.508910056,0.4001957224
7.34918,10.55634,4623.76,0.750438,0.504056446,0.4072519524
16.10256,17.11818,4693.93,0.790471,0.425222578,0.4685956337
7.10441,11.66692,3141.99,0.593088,0.540943674,0.3413354149
11.70501,14.27398,4579.54,0.792522,0.440410063,0.4607632768
5.71181,6.49372,4481.1,0.700028,0.603090351,0.3120251989
8.62423,12.73415,5161.95,0.767417,0.43102285,0.484910424
8.48572,10.09397,5421,0.705616,0.470802011,0.4080029344
7.92107,12.92773,6203.76,0.773805,0.377697315,0.5427896658
15.31821,16.82898,4501.11,0.739134,0.417543169,0.4432894536
7.47507,8.82441,4667.73,0.715871,0.477630294,0.4080960074
5.69553,7.53349,3248.91,0.763952,0.688117808,0.2516376331
5.82355,8.56281,3333.02,0.770703,0.633986216,0.2747246117
5.94578,7.67376,3388.58,0.734152,0.640966795,0.2620309825
4.80993,6.95975,3640.91,0.689713,0.594505661,0.3107788049
15.07742,16.16601,3019.26,0.743058,0.476311038,0.4037097312
10.76868,11.55949,3865.05,0.73759,0.514847059,0.3682410844
7.75048,9.6194,3643.08,0.731872,0.552018457,0.3579628838
7.81104,9.72459,3318.74,0.716406,0.562831158,0.3420889232
9.4212,11.01043,4366.07,0.799662,0.511398203,0.4201798093
8.63124,13.41577,4477.74,0.733302,0.44273671,0.4416840774
5.92863,8.40035,5272.89,0.746282,0.486146817,0.4178988383
9.99772,13.47296,4379.08,0.768983,0.44768294,0.4583035032
8.23702,9.1917,5044.27,0.76843,0.497593976,0.4189021255
10.03197,14.72452,5433.01,0.792044,0.371727252,0.5599760014
8.21491,9.51385,6694.68,0.797808,0.411021455,0.5289289494
10.32073,13.80406,4141.85,0.795214,0.475065127,0.4505117049
6.94559,8.39808,4787.18,0.794243,0.524268112,0.4166049919
9.44299,14.70705,5627.51,0.795573,0.374208607,0.551011708
10.22634,11.93597,5193.41,0.793506,0.430243868,0.503677154
6.73497,8.73322,5542,0.78498,0.477007237,0.4435106548
10.21483,10.73901,4970.07,0.777804,0.45589216,0.4695386668
6.80008,8.6545,5290.24,0.776325,0.506206184,0.4120229709
8.23207,9.57864,6002.97,0.76239,0.433775439,0.4827460504
8.30158,12.50167,5420.75,0.780417,0.406578701,0.5004129797
8.40355,12.38408,4718.76,0.750967,0.435626927,0.4574187546
7.55899,9.63313,4654.63,0.734934,0.52581914,0.3612195261
7.30254,9.51169,3962.89,0.73553,0.578921179,0.3345051168
8.91232,12.39967,4114.08,0.752145,0.486620084,0.4094878519
6.98472,8.48045,4807.22,0.757096,0.540338856,0.3809485096
7.9602,9.3315,6218.07,0.771034,0.442512688,0.4719847266
6.82901,8.66782,6432.78,0.791029,0.448672914,0.4789204303
7.43199,8.9905,5424.32,0.790962,0.482741212,0.4532321699
7.80106,8.67531,6266.52,0.784482,0.446844575,0.4790643997
8.2639,12.60985,5575.29,0.76782,0.393187425,0.5186316122
6.38376,8.11274,6219.36,0.761888,0.439057554,0.4669510545
9.53655,10.97518,5690.24,0.791467,0.42934536,0.4944754372
7.34752,8.69564,5913.15,0.783839,0.468780019,0.4582410584
6.89255,7.99424,4709.52,0.756635,0.549380546,0.37577749
13.70494,15.06839,5837.17,0.795626,0.358218926,0.5587833559
8.90244,9.64172,5251.59,0.743414,0.475691184,0.4240314307
19.15928,19.38086,4394.22,0.790709,0.380077938,0.5231333185
8.06381,10.9933,5639.4,0.779649,0.403000803,0.5007188292
7.64719,8.5713,6224.75,0.783474,0.447994651,0.4766045794
8.92303,11.67158,4425.62,0.763947,0.488360515,0.4150538102
7.07186,8.68605,4761.7,0.762315,0.541883601,0.3834921827
8.60703,9.93061,5807.06,0.741857,0.467682861,0.4128762301
9.26776,10.44275,5381.3,0.791586,0.474298258,0.4439528313
7.43759,8.98402,6072.95,0.762024,0.433373463,0.4777443017
9.22135,10.09172,4290.26,0.776016,0.503008063,0.4150411822
7.84645,10.00644,6780.12,0.7791,0.369875035,0.5582452887
8.44407,10.41723,6837.18,0.772326,0.388134335,0.5290518509
7.66381,10.56118,7050.86,0.786348,0.338807826,0.5939674353
7.16769,13.2634,5507.98,0.794444,0.418270795,0.5087730732
7.59363,10.67856,4539.75,0.793197,0.487592526,0.4416970451
8.11283,9.50875,6120.81,0.783994,0.434237405,0.4865500803
6.53744,10.14266,6503.71,0.793705,0.437439184,0.4924297189
8.14242,10.90036,6345.21,0.797387,0.403255992,0.5342674776
7.92975,10.04474,6433.86,0.774366,0.406001724,0.5148380875
7.93035,9.1436,6445.72,0.770485,0.407497005,0.5106152088
5.32185,9.50613,3991.23,0.721305,0.581633613,0.3304383583
3.97342,5.53316,1271.99,0.468964,0.872450419,0.1216328041
7.09448,10.06272,4898.34,0.771135,0.497625189,0.4376668845
7.45205,10.65099,5778.8,0.797078,0.405327989,0.5357391921
7.82787,10.32882,5826.43,0.793302,0.406445187,0.5240030425
9.07829,14.42114,5482.35,0.783973,0.391224095,0.5335423154
6.03785,11.60122,4815.14,0.718229,0.463432276,0.4144739132
6.97759,11.37398,4787.24,0.735687,0.463778098,0.423800994
6.77047,10.1275,4218.09,0.737651,0.533491556,0.3859212231
6.24923,9.10163,4511.43,0.762003,0.532421372,0.3855572435
11.01028,11.82824,4129.03,0.758913,0.504550404,0.3859999563
6.43756,14.46903,3150.3,0.725261,0.643151282,0.2708552779
7.32697,9.32156,5655.27,0.74371,0.478959343,0.4176164742
6.86145,9.8453,5231,0.745358,0.475036194,0.4181247295
6.9048,9.96758,4760.58,0.759006,0.489738303,0.4252264684
7.74577,10.58995,4697.81,0.766952,0.485467439,0.4288994627
7.83305,15.45969,3934.55,0.731023,0.47886511,0.3956608271
7.80426,10.00504,2517.64,0.600935,0.638486813,0.2490816032
6.98969,8.97572,5633.41,0.718982,0.470671852,0.4091110246
7.18134,9.25802,5306.28,0.723359,0.467497952,0.4159195416
8.80311,12.02775,5454.04,0.775702,0.390419467,0.5304768461
9.94085,12.16145,5011.78,0.761844,0.390210923,0.5092532879
8.25567,10.95365,5401.14,0.779948,0.408770932,0.5097551672
7.75157,11.1602,5414,0.782491,0.408356695,0.5000798566
9.70742,17.68311,4420.01,0.776527,0.388669605,0.5074938625
8.56524,11.99752,3793.02,0.69108,0.518226139,0.3648000455
6.03516,11.53436,4859.5,0.726115,0.470515561,0.4165301355
5.98776,11.00831,4894.56,0.729399,0.470476069,0.4147298735
8.08803,11.12841,5367.01,0.76172,0.404955015,0.501507079
9.13575,12.53842,5282.23,0.781856,0.401562344,0.5185906301
9.07547,12.74829,5036.32,0.778727,0.400439607,0.5057971803
8.03299,11.51626,5150.91,0.746519,0.435514839,0.4545824664
8.0783,11.54667,5100.54,0.744118,0.434749854,0.453576655
9.52854,15.40895,4806.77,0.769149,0.448788262,0.4553215027
8.40375,11.55815,4922.38,0.769838,0.439106428,0.4709223026
8.97457,12.01216,4998.84,0.781919,0.43890988,0.4781066932
8.54261,12.04268,4853.49,0.781895,0.442926097,0.4784253894
10.17442,12.41894,4598.37,0.77688,0.442256595,0.4663005255
7.06687,9.94315,5200.45,0.779913,0.4554612,0.4692245277
6.85709,10.37612,5242.99,0.781985,0.455113632,0.4621788676
8.94717,14.49614,4525.48,0.762295,0.435870397,0.4507618269
7.97402,9.76964,3238.92,0.656543,0.58116053,0.3068163408
9.67098,10.9449,4530.51,0.723895,0.539046992,0.3585779286
7.51636,10.88237,5369.57,0.792418,0.449933006,0.4692144706
8.87879,13.99883,4874.28,0.797187,0.426834889,0.50547411
6.6645,9.54659,5076.4,0.794515,0.517067579,0.4205371882
8.93321,13.10377,4138.44,0.757125,0.495371397,0.4337558599
9.15283,15.88353,4968.93,0.771747,0.388048316,0.5144796322
7.89965,13.58176,5678.23,0.790989,0.393888985,0.5236626534
7.56796,10.29931,5475.57,0.780601,0.468411672,0.4460055214
8.45013,11.6083,5372.55,0.78275,0.446903143,0.4782329458
6.6144,9.56356,5313.52,0.781416,0.496881914,0.420272937
7.52538,9.78874,5042.13,0.771182,0.495411985,0.4185768506
9.52819,12.4571,4768.78,0.787637,0.461943879,0.4698159463
6.49948,9.82089,6165.38,0.766261,0.426294183,0.489817236
7.69076,9.50274,5617.15,0.749084,0.427344059,0.4742948919
7.96341,12.29465,6604.4,0.789901,0.360997405,0.5749556847
9.37386,15.81699,5465.53,0.795593,0.36229842,0.5693532337
6.88449,9.18228,5590.21,0.784352,0.497259613,0.4233680247
7.09386,9.34164,5130.75,0.778448,0.498440307,0.4210831694
8.56253,12.2113,4932.26,0.781998,0.391625112,0.5072387987
6.22713,8.9807,3502.8,0.621463,0.587437668,0.2812809352
8.06201,11.07427,5647.48,0.799918,0.392009818,0.5278296356
10.69791,17.22432,4516.99,0.784086,0.379142036,0.5210185241
7.9417,11.89735,4108.05,0.703033,0.505522715,0.3732601067
4.71795,9.66674,4685.14,0.756845,0.498426007,0.4193278604
6.80867,11.62421,5201.09,0.768543,0.44966839,0.4583394987
6.89509,8.03868,4661.52,0.735731,0.537241303,0.373158994
5.89762,11.46979,5207.25,0.748424,0.454534052,0.440409872
4.64611,6.60933,2686.34,0.521987,0.681801079,0.1993243722
8.42663,10.96599,4883.37,0.751925,0.472212672,0.4377247447
7.21476,10.07674,5742.66,0.783681,0.414802732,0.5105384984
7.55833,10.33231,5837.74,0.780239,0.418130161,0.4968193734
9.03501,14.53263,5332,0.78251,0.396393529,0.5256868361
5.99972,11.15716,4827.51,0.713532,0.476439692,0.4038173615
6.04633,10.77743,4733.57,0.715309,0.476511357,0.4032235027
6.35279,9.37786,4781.97,0.753684,0.533878952,0.3845531621
6.31952,9.763,4759.89,0.761659,0.529323729,0.3958390378
8.24623,14.75521,3794.35,0.724332,0.513402195,0.3724807559
7.35647,9.0477,2405.95,0.592773,0.68453626,0.2423978178
7.10649,9.87791,5445.21,0.765429,0.435456082,0.4785121441
6.44319,9.99938,5854.59,0.773221,0.437491593,0.4753966444
7.8223,13.37155,5342.9,0.760852,0.416410837,0.4897532317
8.76704,11.23293,5770.42,0.791532,0.42086879,0.4966970019
8.29695,12.30054,4664.91,0.758376,0.418247521,0.4731865613
5.74646,7.53015,2977.5,0.581079,0.627371281,0.2511409602
9.07754,14.54179,5393.34,0.798436,0.399890702,0.52915162
5.97331,11.11861,4735.55,0.722254,0.479446729,0.402645401
5.95489,10.58351,4817.59,0.721313,0.483188885,0.3971053018
7.52,9.71558,5576.69,0.796194,0.435569503,0.4958835537
7.25271,10.91113,5286.33,0.776704,0.436941163,0.4682021014
9.1335,14.54703,5102.71,0.795263,0.416778763,0.5093051501
5.88922,9.95808,4411.17,0.71482,0.503465551,0.3802477882
4.86136,6.22978,1695.03,0.450722,0.755198326,0.1504600852
6.80477,9.30868,6138.76,0.78017,0.444159294,0.4769593612
6.70913,9.93352,5658.52,0.769171,0.444450073,0.4695521348
6.90044,10.14452,5471.94,0.797154,0.440965094,0.4878148271
7.771,11.0654,5173.08,0.777246,0.439059799,0.4654521513
9.28453,15.50588,4573.31,0.780179,0.42063797,0.4780116553
8.48791,9.92009,3201.41,0.677042,0.560850627,0.3296621025
5.9256,9.83524,4537.67,0.717912,0.508673507,0.3748580728
7.54208,9.91605,4708.52,0.748755,0.478884467,0.4252804446
6.26308,9.58116,4828.37,0.759037,0.481073474,0.4350049801
8.80322,14.45981,4357.78,0.763546,0.457428491,0.4574639584
6.77413,9.22387,3988.62,0.699283,0.551156734,0.339910784
6.94,9.44996,6220.81,0.779768,0.440941419,0.4800104845
6.75217,10.30902,5429.23,0.758752,0.444345991,0.4601056844
9.1331,12.97743,5094.74,0.763578,0.424044908,0.48344107
6.71617,10.0834,5182.56,0.779773,0.468343587,0.4550876133
7.39479,10.96552,4698.24,0.761231,0.466977198,0.4404724418
6.94793,10.41113,5144.53,0.780477,0.470508996,0.4508420268
7.13111,10.84664,4789.06,0.761856,0.470309813,0.4300238951
8.70032,14.79418,4208.08,0.766999,0.456458355,0.4390245985
7.87742,9.33698,2828.12,0.661125,0.60861114,0.2962979112
5.97933,10.47586,4342.67,0.714184,0.538349549,0.3586765722
6.96103,9.76056,5766.86,0.762248,0.467751196,0.441995981
6.49518,10.28785,5049.32,0.741985,0.464849392,0.4371862023
9.13189,11.06532,5710.11,0.793908,0.433698494,0.4947189703
6.44609,8.61909,6253.69,0.756343,0.428718977,0.47862598
7.53797,10.98482,5285.03,0.737172,0.423175859,0.4626053414
5.87728,8.17086,5765.4,0.729267,0.494561906,0.3889995784
6.07532,9.07774,5075.59,0.713964,0.493576363,0.3903730827
9.12803,12.2711,4203.39,0.690412,0.469890952,0.4051451487
6.68839,8.91638,6712.63,0.799768,0.388139661,0.5413482313
7.32014,11.77212,6354.02,0.794054,0.385018225,0.5473662762
6.87472,10.61898,4926.2,0.75757,0.471069991,0.4318135547
5.84329,8.53709,5029.16,0.763807,0.546307911,0.3724690416
5.92705,9.14213,4459.6,0.742878,0.546813058,0.3711838173
9.4148,10.48477,4640.76,0.776691,0.502123144,0.4203453195
17.89141,19.63705,5624.87,0.793019,0.366090328,0.5500324776
6.71052,8.23596,6565.43,0.775433,0.401152603,0.5148599134
6.08494,8.60438,5612.99,0.750744,0.493004003,0.4078713117
5.81665,8.96867,5386.95,0.751736,0.491194867,0.4116324657
7.84273,10.24259,5309.91,0.750953,0.477777032,0.4320567724
7.212,9.4661,5885.55,0.775082,0.468403423,0.4354975523
9.20011,14.61203,5894.62,0.798252,0.391720604,0.5298856643
5.1262,9.44907,4845.58,0.717536,0.517760923,0.365487527
6.75004,8.5677,6774.52,0.790961,0.404923804,0.515877802
8.16911,10.67264,5043.25,0.779179,0.419189908,0.4912225367
8.58956,11.49896,5132.35,0.781673,0.41696717,0.4915690423
5.64033,11.21068,4824.29,0.741042,0.484414722,0.411785237
7.08104,9.94417,5988.5,0.781427,0.421265912,0.4990949172
7.6214,9.79017,6129.35,0.786378,0.419699195,0.5051114418
5.96565,11.22042,4802.59,0.718106,0.474714095,0.4066192551
13.573,15.82712,4775.64,0.739072,0.457654686,0.4252043262
